Filename,Top_left_lat,Top_left_lon,Bottom_right_lat,Bottom_right_long
"sat_patch_0000.png",   25.1347115,         121.477338,         25.133035500000002,     121.480748
"sat_patch_0001.png",   25.1347115,         121.480748,         25.133035500000002,     121.48415800000001
"sat_patch_0002.png",   25.1347115,         121.48415800000001, 25.133035500000002,     121.48756800000001
"sat_patch_0003.png",   25.1347115,         121.48756800000001, 25.133035500000002,     121.49097800000001
"sat_patch_0004.png",   25.1347115,         121.49097800000001, 25.133035500000002,     121.49438800000001
"sat_patch_0005.png",   25.133035500000002, 121.477338,         25.131359500000002,     121.480748
"sat_patch_0006.png",   25.133035500000002, 121.480748,         25.131359500000002,     121.48415800000001
"sat_patch_0007.png",   25.133035500000002, 121.48415800000001, 25.131359500000002,     121.48756800000001
"sat_patch_0008.png",   25.133035500000002, 121.48756800000001, 25.131359500000002,     121.49097800000001
"sat_patch_0009.png",   25.133035500000002, 121.49097800000001, 25.131359500000002,     121.49438800000001
"sat_patch_0010.png",   25.131359500000002, 121.477338,         25.129683500000002,     121.480748
"sat_patch_0011.png",   25.131359500000002, 121.480748,         25.129683500000002,     121.48415800000001
"sat_patch_0012.png",   25.131359500000002, 121.48415800000001, 25.129683500000002,     121.48756800000001
"sat_patch_0013.png",   25.131359500000002, 121.48756800000001, 25.129683500000002,     121.49097800000001
"sat_patch_0014.png",   25.131359500000002, 121.49097800000001, 25.129683500000002,     121.49438800000001
"sat_patch_0015.png",   25.129683500000002, 121.477338,         25.128007500000002,     121.480748
"sat_patch_0016.png",   25.129683500000002, 121.480748,         25.128007500000002,     121.48415800000001
"sat_patch_0017.png",   25.129683500000002, 121.48415800000001, 25.128007500000002,     121.48756800000001
"sat_patch_0018.png",   25.129683500000002, 121.48756800000001, 25.128007500000002,     121.49097800000001
"sat_patch_0019.png",   25.129683500000002, 121.49097800000001, 25.128007500000002,     121.49438800000001
"sat_patch_0020.png",   25.128007500000002, 121.477338,         25.126331500000003,     121.480748
"sat_patch_0021.png",   25.128007500000002, 121.480748,         25.126331500000003,     121.48415800000001
"sat_patch_0022.png",   25.128007500000002, 121.48415800000001, 25.126331500000003,     121.48756800000001
"sat_patch_0023.png",   25.128007500000002, 121.48756800000001, 25.126331500000003,     121.49097800000001
"sat_patch_0024.png",   25.128007500000002, 121.49097800000001, 25.126331500000003,     121.49438800000001
"sat_patch_0025.png",   25.126331500000003, 121.477338,         25.124655500000003,     121.480748
"sat_patch_0026.png",   25.126331500000003, 121.480748,         25.124655500000003,     121.48415800000001
"sat_patch_0027.png",   25.126331500000003, 121.48415800000001, 25.124655500000003,     121.48756800000001
"sat_patch_0028.png",   25.126331500000003, 121.48756800000001, 25.124655500000003,     121.49097800000001
"sat_patch_0029.png",   25.126331500000003, 121.49097800000001, 25.124655500000003,     121.49438800000001
"sat_patch_0030.png",   25.124655500000003, 121.477338,         25.122979500000003,     121.480748
"sat_patch_0031.png",   25.124655500000003, 121.480748,         25.122979500000003,     121.48415800000001
"sat_patch_0032.png",   25.124655500000003, 121.48415800000001, 25.122979500000003,     121.48756800000001
"sat_patch_0033.png",   25.124655500000003, 121.48756800000001, 25.122979500000003,     121.49097800000001
"sat_patch_0034.png",   25.124655500000003, 121.49097800000001, 25.122979500000003,     121.49438800000001
"sat_patch_0035.png",   25.1281243,         121.4859582,        25.1281243,             121.4859582
"sat_patch_0036.png",   25.1281243,         121.4859582,        25.1281243,             121.4859582
"sat_patch_0037.png",   25.1281243,         121.4859582,        25.1281243,             121.4859582